,Título,Apoyos,Fecha,Categoría,Categoría Completa,Autores,URL,Descripción
29,QUE  TODA VIVIENDA TENGA DERECHO A ENERGIA LIMPIA Y SUSTENTABLE,126,2022-01-25 00:46:56,derechos,4 - Derechos Fundamentales,Por Marco González D.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Entendiendo que casi todos los habitantes del Planeta comprenden la realidad del cambio Climático y que una de sus consecuencias es la urgente necesidad de generar energías alternativas limpias y sustentables.
Sabiendo que gran parte de los habitantes del Planeta y lógicamente de nuestro País, o por lado no tiene los medios para tener electricidad o simplemente no tiene los recursos para solventar el uso de ella.
Comprobando el que gran parte de nuestros  similares y por sobre todo quienes Jubilan, les faltan ingresos económicos,  para así tener  una vida digna y Feliz, es que planteo  lo siguiente."
30,Servicio militar voluntario y no obligatorio.,61,2022-01-25 00:45:55,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por María Wagner F.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"El problema es que el servicio militar sigue siendo obligatorio y discriminatorio.  De acuerdo a las estadísticas de la Dirección general de movilización nacional, hasta octubre de 2019 había 9.388 inscritos voluntarios versus 54.441 convocados obligadamente y, si consideramos las cifras de 2018, de acuerdo a las cuales se eximieron menos de 10.000 convocados, concluimos que aproximadamente 44.500 jóvenes chilenos fueron obligados a servir ese año, contraviniendo su libertad, voluntad y convicciones."
31,Salud Pública de Calidad,418,2022-01-25 00:45:46,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Julio Soto N.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,Acceso a una salud digna y de calidad para toda la ciudadanía.
32,Municipios fiscalizados eficiente  y  eficazmente,90,2022-01-25 00:45:32,justicia,"6 - Sistema de Justicia, Órganos Autónomos de Control y Reforma Constitucional",Por Raúl Tapia P.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Las unidades de Contraloría Municipal no tienen la autonomía suficiente para realizar un fiscalización adecuada, producto a la dependencia administrativa que tienen con el Alcalde de turno."
33,Salud igualitaria para todos,164,2022-01-25 00:45:22,derechos,4 - Derechos Fundamentales,Por Ronald Díaz R.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,El nulo rol social de médicos especialistas en atención a pacientes sin recursos.
34,"Formación bajo indicación constitucional, de un comité académico,  para el desarrollo y ejecución de una Agenda País para el Desarrollo de la Década.",10,2022-01-25 00:45:12,justicia,"6 - Sistema de Justicia, Órganos Autónomos de Control y Reforma Constitucional",Por Oscar Quezada N.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"No existe un comité, equipo o cuerpo académico establecido según indicación constitucional, que permita, independiente y paralelamente del gobierno de turno, confeccionar una Agenda para el Desarrollo del País a largo plazo, y quienes tengan la labor de identificar, proponer y ejecutar, planes y proyectos que permitan satisfacer las necesidades que se visualizan como país, y/o que requerirán sus ciudadanos en el futuro, esto en el rango de décadas, anticipándose a los problemas, y brindando solución a través del fomento industrial, desarrollo de tecnologías y estimular la educación de sus jóvenes, en profesiones afines a satisfacer estas necesidades futuras. Si bien existen Agendas en tal sentido, su cumplimiento no está garantizado constitucionalmente, o no es vinculante, terminando solo en buenas intenciones, pudiendo ser estas propuestas o soluciones impopulares inicialmente, para ser asumidas políticamente en el corto periodo de un gobierno de turno. No se trata de visualizar aspiraciones ideales, sino de identificar problemas concretos y puntuales."
35,Libre Acceso a Playas¡¡. No a playas privadas¡¡,192,2022-01-25 00:44:51,derechos,4 - Derechos Fundamentales,Por Ronald Díaz R.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La falta de claridad en la dictación de leyes que se cumplan respecto al libre tránsito a la riberas, playas y orilla de mares, ríos y lagos y la permanencia de ""lugares privados"""
36,Verdaderos Representantes,8,2022-01-25 00:43:46,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Eduardo Abud Yoma,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La falta de representatividad del pueblo en el lugar de poder que le corresponde en democracia, que es la Cámara de Diputados. El sistema de elección basado en votos, no asegura que la muestra elegida realmente represente al pueblo en sus inquietudes y dificultades diarias; ¿cuántos diputados se transportan en locomoción colectiva? ¿cuántos están en Fonasa? ¿cuántos educan a sus hijos en instituciones municipales?, etc."
37,"Derecho a la libertad de actividades al interior del hogar ""mi casa mi castillo""",31,2022-01-25 00:43:21,derechos,4 - Derechos Fundamentales,Por Felipe Capo C.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La legislación debe garantizar a los ciudadanos que puedan desarrollar la actividad que les parezca en su hogar, mientras no dañen a la comunidad y/o animales."
38,Derechos Fundamentales en Educación,122,2022-01-25 00:42:02,conocimiento,"7 - Sistemas de Conocimientos, Culturas, Ciencia, Tecnología, Artes y Patrimonios",Por Marta Mizgier H.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"En Chile  la educación ha sido considerada un bien de consumo. Quien tiene recursos económicos accede a una educación de calidad. Quien no tiene recursos accede a una educación de segunda o tercera categoría, limitando así un derecho fundamental que impacta definitivamente en la calidad de vida personal y de la sociedad democrática en su conjunto."
39,Las mascotas incorporadas al grupo familiar,346,2022-01-25 00:41:50,principios,"2 - Sobre Principios Constitucionales, Democracia, Nacionalidad y Ciudadanía",Por Ignacio Navarrete O.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La familia debería estar constituida por uno o más adultos, sus cargas familiares y sus mascotas"
40,Niños y su potencial personal educacional a cargo del Estado.,25,2022-01-25 00:41:34,derechos,4 - Derechos Fundamentales,Por Esteban Robles V.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"El Estado debe identificar a través de una plataforma electrónica con su familia, los potenciales del niño y trabajarlos para preparar en su colegio y después en su vida laboral. 
Pongo el siguiente ejemplo:
Mi hijo no tiene potencial para los instrumentos musicales, es obligado a participar en esas clases y sufrió mucho por miedo al ridículo. 
Sin embargo, sus aptitudes sociales y de diálogo con personas y su entorno,  es muy bueno desde sus inicios de vida.
El Estado y nosotros como familia debemos trabajar en conjunto y potenciar a nuestros hijos. No obligarlos a un sistema donde son educados todos por igual y evaluados con un número que denosta al 3 y enaltece equivocadamente al 7. Espero participar con mi aporte y quedo a disposición de trabajar cuando lo deseen. 
Saludos cordiales."
41,Reconocimiento transversal e irrestricto de los Derechos Humanos ,56,2022-01-25 00:41:21,derechos,4 - Derechos Fundamentales,Por Ricardo Catalán P.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Un reconocimiento transversal e irrestricto de los derechos humanos de la diversidad de actores de nuestra sociedad. 

Actualmente en Chile y en la constitución de 1980 no se reconoce de forma explicita la garantía y respeto a los derechos humanos, mas bien aparece como algo acotado, relativizado en un listado que se enfoca solo a una comprensión de ciertos derechos individuales y de libertad."
42,Derecho a una Salud Estética de calidad para todas las personas.,63,2022-01-25 00:41:06,derechos,4 - Derechos Fundamentales,Por Alfonso Toledo,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"En una sociedad donde la belleza física desempeña un rol importante, los procedimientos estéticos y las cirugías plásticas son vistas como un medio de salida para aquellas personas que pretenden mejorar su apariencia física, aumentar su autoestima y mejorar su calidad de vida.

En Chile ha aumentado cada vez más la oferta de servicios destinadas a resolver estas necesidades, sin embargo estas prestaciones no tienen cobertura por FONASA o por las ISAPRES. Las personas deben pagar todo de forma ""particular"" resultando muy caro para el gasto de bolsillo, y a su vez, un negocio lucrativo para quienes la ejercen.

Actualmente la regulación de la Salud Estética en Chile está en deuda con los Derechos de las personas. A pesar de que no existe una cifra exacta de personas que se han sometido a algún procedimiento estético, existe una alta negligencia médica, muchas veces por falta de especialistas debidamente certificados. 

No es raro escuchar de personas que fueron a hacerse una ""abdominoplastia"" y mueren en pabellón.

En España, la Asociación del Defensor del Paciente hace algunos años comenzó a emprender acciones legales por secuelas y resultados insatisfactorios por una cirugía plástica, reparadora o estética."
43,Creación de una entidad intermediadora de las relaciones entre usuarios o consumidores y entidades comerciales e instituciones públicas y privadas.,26,2022-01-25 00:40:35,justicia,"6 - Sistema de Justicia, Órganos Autónomos de Control y Reforma Constitucional",Por Penelope Cabeza C.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Actualmente en nuestro país, nos vemos permanentemente vulnerados en nuestros derechos. Al ser parte de esta sociedad nos vemos obligados a interactuar con personas, entidades, instituciones gubernamentales, financieras, comerciales, etc. Para todas ellas no somos más que ""un número, una cifra, un cliente"" que entrega su dinero a cambio de productos o servicios previamente acordados. 
Si una de las partes incumple las los acuerdos, el usuario, cliente o ciudadano queda completamente desprotegido y en la práctica en muy contadas ocasiones es compensado por los daños producidos por la falta. Pero si la falta al los términos la ejerce la entidad o institución, con bastante rapidez y éxito las entidades acuden ante los tribunales de justicia o ante quien corresponda, porque cuentan con los recursos que por ahora económicos, que por ahora son el único medio para obtener justicia en Chile. Olvidando que al momento de contraer el acuerdo lo hacemos en igualdad de derechos ante la ley, todo queda en un simple y muy poco justo ""ASÍ FUNCIONA EL SISTEMA! vulnerando completamente tus derechos como persona, cliente, consumidor, acusador, acusado, etc. 
Ejemplos:
- Si un doctor se equivoca en el diagnóstico y te somete a tratamientos por patologías que no sufres, este no se responsabiliza ni sufre las consecuencias de su mal ejercicio de la carrera.
- Si en un tribunal de justicia te sentencia basado en el ""criterio"" del juez, a menos que cuentes con mucho dinero para continuar con el proceso, que implica desgaste emocional, físico y psicológico, no tienes más alternativa que someterte al dictamen errado.
- Si una empresa que te presta servicios deja de hacerlo de forma unilateral, jamás serás compensado por ese incumplimiento, tienes que seguir pagando las mensualidades íntegras porque de lo contrario te cortan el servicio. Hablo de servicios básicos, agua, luz, internet, gas, y el mercado no está diseñado para que puedas optar a otras alternativas, estás OBLIGADO a seguir"
